province,zone,no,score 
มหาสารคาม,5,27,24
มหาสารคาม,5,25,19
มหาสารคาม,5,29,0
แม่ฮ่องสอน,1,12,29754
แม่ฮ่องสอน,1,15,23050
แม่ฮ่องสอน,1,20,17148
แม่ฮ่องสอน,1,4,16747
แม่ฮ่องสอน,1,9,14264
แม่ฮ่องสอน,1,14,13872
แม่ฮ่องสอน,1,7,3402
แม่ฮ่องสอน,1,13,1724
แม่ฮ่องสอน,1,1,1612
แม่ฮ่องสอน,1,11,1407
แม่ฮ่องสอน,1,21,1057
แม่ฮ่องสอน,1,5,943
แม่ฮ่องสอน,1,8,863
แม่ฮ่องสอน,1,10,825
แม่ฮ่องสอน,1,2,823
แม่ฮ่องสอน,1,24,805
แม่ฮ่องสอน,1,3,753
แม่ฮ่องสอน,1,6,644
แม่ฮ่องสอน,1,22,638
แม่ฮ่องสอน,1,16,549
แม่ฮ่องสอน,1,25,453
แม่ฮ่องสอน,1,29,368
แม่ฮ่องสอน,1,19,323
แม่ฮ่องสอน,1,17,274
แม่ฮ่องสอน,1,23,273
แม่ฮ่องสอน,1,30,256
แม่ฮ่องสอน,1,27,206
แม่ฮ่องสอน,1,26,200
แม่ฮ่องสอน,1,28,194
แม่ฮ่องสอน,1,18,190
ยโสธร,1,4,38473
ยโสธร,1,11,23004
ยโสธร,1,1,15656
ยโสธร,1,9,15113
ยโสธร,1,7,1307
ยโสธร,1,13,1070
ยโสธร,1,3,697
ยโสธร,1,2,584
ยโสธร,1,24,498
ยโสธร,1,19,480
ยโสธร,1,8,408
ยโสธร,1,31,352
ยโสธร,1,27,308
ยโสธร,1,29,299
ยโสธร,1,16,231
ยโสธร,1,17,217
ยโสธร,1,22,214
ยโสธร,1,26,192
ยโสธร,1,6,164
ยโสธร,1,21,138
ยโสธร,1,12,124
ยโสธร,1,20,122
ยโสธร,1,18,104
ยโสธร,1,14,101
ยโสธร,1,25,92
ยโสธร,1,23,85
ยโสธร,1,28,74
ยโสธร,1,33,55
ยโสธร,1,32,49
ยโสธร,1,15,45
ยโสธร,1,30,26
ยโสธร,1,5,0
ยโสธร,1,10,0
ยโสธร,2,9,50584
ยโสธร,2,1,14292
ยโสธร,2,6,12176
ยโสธร,2,15,7236
ยโสธร,2,8,1768
ยโสธร,2,2,1136
ยโสธร,2,29,690
ยโสธร,2,17,602
ยโสธร,2,5,457
ยโสธร,2,21,350
ยโสธร,2,3,342
ยโสธร,2,25,256
ยโสธร,2,26,212
ยโสธร,2,4,142
ยโสธร,2,14,138
ยโสธร,2,13,122
ยโสธร,2,11,108
ยโสธร,2,16,88
ยโสธร,2,12,84
ยโสธร,2,28,82
ยโสธร,2,19,68
ยโสธร,2,20,51
ยโสธร,2,27,50
ยโสธร,2,23,43
ยโสธร,2,24,43
ยโสธร,2,22,39
ยโสธร,2,30,37
ยโสธร,2,18,32
ยโสธร,2,7,0
ยโสธร,2,10,0
ยโสธร,3,9,40612
ยโสธร,3,5,24383
ยโสธร,3,14,13555
ยโสธร,3,3,8433
ยโสธร,3,8,1882
ยโสธร,3,13,1385
ยโสธร,3,4,891
ยโสธร,3,16,889
ยโสธร,3,6,790
ยโสธร,3,29,571
ยโสธร,3,25,490
ยโสธร,3,24,284
ยโสธร,3,1,233
ยโสธร,3,21,212
ยโสธร,3,34,199
ยโสธร,3,10,172
ยโสธร,3,15,130
ยโสธร,3,7,118
ยโสธร,3,28,110
ยโสธร,3,11,90
ยโสธร,3,2,88
ยโสธร,3,33,86
ยโสธร,3,27,81
ยโสธร,3,30,70
ยโสธร,3,17,66
ยโสธร,3,23,65
ยโสธร,3,22,52
ยโสธร,3,26,50
ยโสธร,3,20,45
ยโสธร,3,18,40
ยโสธร,3,19,40
ยโสธร,3,31,21
ยโสธร,3,32,21
ยโสธร,3,12,0
ยะลา,1,4,23745
ยะลา,1,2,22515
ยะลา,1,8,19705
ยะลา,1,5,13229
ยะลา,1,12,2996
ยะลา,1,14,1659
ยะลา,1,6,832
ยะลา,1,22,759
ยะลา,1,1,387
ยะลา,1,13,313
ยะลา,1,7,277
ยะลา,1,24,203
ยะลา,1,28,178
ยะลา,1,9,176
ยะลา,1,11,156
ยะลา,1,3,155
ยะลา,1,18,150
ยะลา,1,15,148
ยะลา,1,16,127
ยะลา,1,25,84
ยะลา,1,20,68
ยะลา,1,35,66
ยะลา,1,30,59
ยะลา,1,27,57
ยะลา,1,21,55
ยะลา,1,29,55
ยะลา,1,17,45
ยะลา,1,23,40
ยะลา,1,31,39
ยะลา,1,32,36
ยะลา,1,26,21
ยะลา,1,34,19
ยะลา,1,36,19
ยะลา,1,33,17
ยะลา,1,10,0
ยะลา,1,19,0
ยะลา,1,37,0
ยะลา,2,8,37368
ยะลา,2,4,26638
ยะลา,2,11,9279
ยะลา,2,5,7126
ยะลา,2,2,6340
ยะลา,2,1,1850
ยะลา,2,3,514
ยะลา,2,7,477
ยะลา,2,28,329
ยะลา,2,9,270
ยะลา,2,16,202
ยะลา,2,10,173
ยะลา,2,13,163
ยะลา,2,6,144
ยะลา,2,14,141
ยะลา,2,25,141
ยะลา,2,31,109
ยะลา,2,20,86
ยะลา,2,29,80
ยะลา,2,34,77
ยะลา,2,18,71
ยะลา,2,27,69
ยะลา,2,33,68
ยะลา,2,17,64
ยะลา,2,22,60
ยะลา,2,21,59
ยะลา,2,19,42
ยะลา,2,15,36
ยะลา,2,23,36
ยะลา,2,32,36
ยะลา,2,30,35
ยะลา,2,12,0
ยะลา,2,24,0
ยะลา,2,26,0
ยะลา,3,9,38666
ยะลา,3,12,16816
ยะลา,3,3,12541
ยะลา,3,17,9399
ยะลา,3,13,2396
ยะลา,3,4,1088
ยะลา,3,2,917
ยะลา,3,8,808
ยะลา,3,7,738
ยะลา,3,30,701
ยะลา,3,1,651
ยะลา,3,27,515
ยะลา,3,6,430
ยะลา,3,29,393
ยะลา,3,16,227
ยะลา,3,11,221
ยะลา,3,20,147
ยะลา,3,23,146
ยะลา,3,32,136
ยะลา,3,28,134
ยะลา,3,5,124
ยะลา,3,10,121
ยะลา,3,31,120
ยะลา,3,26,118
ยะลา,3,19,104
ยะลา,3,24,93
ยะลา,3,25,79
ยะลา,3,22,66
ยะลา,3,18,58
ยะลา,3,15,35
ยะลา,3,34,33
ยะลา,3,33,28
ยะลา,3,14,0
ยะลา,3,21,0
ร้อยเอ็ด,1,1,44899
ร้อยเอ็ด,1,14,24000
ร้อยเอ็ด,1,3,17993
ร้อยเอ็ด,1,23,14263
ร้อยเอ็ด,1,13,3244
ร้อยเอ็ด,1,17,1749
ร้อยเอ็ด,1,21,1016
ร้อยเอ็ด,1,7,814
ร้อยเอ็ด,1,4,483
ร้อยเอ็ด,1,19,261
ร้อยเอ็ด,1,2,259
ร้อยเอ็ด,1,6,223
ร้อยเอ็ด,1,34,222
ร้อยเอ็ด,1,8,218
ร้อยเอ็ด,1,18,151
ร้อยเอ็ด,1,10,146
ร้อยเอ็ด,1,16,143
ร้อยเอ็ด,1,9,139
ร้อยเอ็ด,1,24,128
ร้อยเอ็ด,1,33,127
ร้อยเอ็ด,1,39,110
ร้อยเอ็ด,1,22,108
ร้อยเอ็ด,1,20,103
ร้อยเอ็ด,1,36,98
ร้อยเอ็ด,1,5,97
ร้อยเอ็ด,1,32,84
ร้อยเอ็ด,1,29,44
ร้อยเอ็ด,1,28,38
ร้อยเอ็ด,1,38,36
ร้อยเอ็ด,1,35,32
ร้อยเอ็ด,1,37,25
ร้อยเอ็ด,1,27,24
ร้อยเอ็ด,1,31,11
ร้อยเอ็ด,1,11,0
ร้อยเอ็ด,1,12,0
ร้อยเอ็ด,1,15,0
ร้อยเอ็ด,1,25,0
ร้อยเอ็ด,1,26,0
ร้อยเอ็ด,1,30,0
ร้อยเอ็ด,2,16,47826
ร้อยเอ็ด,2,15,21701
ร้อยเอ็ด,2,1,12220
ร้อยเอ็ด,2,6,7079
ร้อยเอ็ด,2,7,1162
ร้อยเอ็ด,2,13,967
ร้อยเอ็ด,2,12,932
ร้อยเอ็ด,2,3,688
ร้อยเอ็ด,2,5,658
ร้อยเอ็ด,2,36,534
ร้อยเอ็ด,2,35,416
ร้อยเอ็ด,2,17,390
ร้อยเอ็ด,2,18,353
ร้อยเอ็ด,2,26,294
ร้อยเอ็ด,2,25,259
ร้อยเอ็ด,2,2,197
ร้อยเอ็ด,2,19,164
ร้อยเอ็ด,2,21,142
ร้อยเอ็ด,2,24,140
ร้อยเอ็ด,2,4,139
ร้อยเอ็ด,2,33,122
ร้อยเอ็ด,2,31,115
ร้อยเอ็ด,2,11,111
ร้อยเอ็ด,2,10,107
ร้อยเอ็ด,2,38,100
ร้อยเอ็ด,2,28,79
ร้อยเอ็ด,2,9,78
ร้อยเอ็ด,2,34,78
ร้อยเอ็ด,2,29,68
ร้อยเอ็ด,2,8,64
ร้อยเอ็ด,2,32,51
ร้อยเอ็ด,2,23,44
ร้อยเอ็ด,2,37,34
ร้อยเอ็ด,2,20,27
ร้อยเอ็ด,2,14,0
ร้อยเอ็ด,2,22,0
ร้อยเอ็ด,2,27,0
ร้อยเอ็ด,2,30,0
ร้อยเอ็ด,3,9,37385
ร้อยเอ็ด,3,12,32715
ร้อยเอ็ด,3,5,12881
ร้อยเอ็ด,3,16,2384
ร้อยเอ็ด,3,17,949
ร้อยเอ็ด,3,7,940
ร้อยเอ็ด,3,10,881
ร้อยเอ็ด,3,6,649
ร้อยเอ็ด,3,8,583
ร้อยเอ็ด,3,32,482
ร้อยเอ็ด,3,2,462
ร้อยเอ็ด,3,13,422
ร้อยเอ็ด,3,1,379
ร้อยเอ็ด,3,28,371
ร้อยเอ็ด,3,27,255
ร้อยเอ็ด,3,11,250
ร้อยเอ็ด,3,36,199
ร้อยเอ็ด,3,25,197
ร้อยเอ็ด,3,39,162
ร้อยเอ็ด,3,21,136
ร้อยเอ็ด,3,22,109
ร้อยเอ็ด,3,18,102
ร้อยเอ็ด,3,31,96
ร้อยเอ็ด,3,3,92
ร้อยเอ็ด,3,15,88
ร้อยเอ็ด,3,24,82
ร้อยเอ็ด,3,37,57
ร้อยเอ็ด,3,4,51
ร้อยเอ็ด,3,26,47
ร้อยเอ็ด,3,20,46
ร้อยเอ็ด,3,30,40
ร้อยเอ็ด,3,23,31
ร้อยเอ็ด,3,35,27
ร้อยเอ็ด,3,33,18
ร้อยเอ็ด,3,34,8
ร้อยเอ็ด,3,14,0
ร้อยเอ็ด,3,19,0
ร้อยเอ็ด,3,29,0
ร้อยเอ็ด,3,38,0
ร้อยเอ็ด,4,14,50072
ร้อยเอ็ด,4,13,18408
ร้อยเอ็ด,4,10,12965
ร้อยเอ็ด,4,1,5971
ร้อยเอ็ด,4,16,835
ร้อยเอ็ด,4,6,809
ร้อยเอ็ด,4,2,664
ร้อยเอ็ด,4,22,468
ร้อยเอ็ด,4,33,418
ร้อยเอ็ด,4,12,266
ร้อยเอ็ด,4,19,217
ร้อยเอ็ด,4,7,215
ร้อยเอ็ด,4,11,215
ร้อยเอ็ด,4,24,193
ร้อยเอ็ด,4,29,189
ร้อยเอ็ด,4,17,187
ร้อยเอ็ด,4,20,170
ร้อยเอ็ด,4,21,159
ร้อยเอ็ด,4,31,139
ร้อยเอ็ด,4,4,115
ร้อยเอ็ด,4,9,113
ร้อยเอ็ด,4,26,90
ร้อยเอ็ด,4,5,85
ร้อยเอ็ด,4,23,78
ร้อยเอ็ด,4,32,75
ร้อยเอ็ด,4,25,60
ร้อยเอ็ด,4,8,36
ร้อยเอ็ด,4,35,30
ร้อยเอ็ด,4,27,28
ร้อยเอ็ด,4,36,25
ร้อยเอ็ด,4,28,21
ร้อยเอ็ด,4,18,19
ร้อยเอ็ด,4,3,0
ร้อยเอ็ด,4,15,0
ร้อยเอ็ด,4,30,0
ร้อยเอ็ด,4,34,0
ร้อยเอ็ด,5,2,58842
ร้อยเอ็ด,5,14,11172
ร้อยเอ็ด,5,12,9686
ร้อยเอ็ด,5,9,3743
ร้อยเอ็ด,5,21,1708
ร้อยเอ็ด,5,5,1065
ร้อยเอ็ด,5,22,982
ร้อยเอ็ด,5,15,955
ร้อยเอ็ด,5,1,839
ร้อยเอ็ด,5,3,521
ร้อยเอ็ด,5,13,403
ร้อยเอ็ด,5,7,393
ร้อยเอ็ด,5,6,316
ร้อยเอ็ด,5,29,285
ร้อยเอ็ด,5,19,233
ร้อยเอ็ด,5,34,159
ร้อยเอ็ด,5,32,156
ร้อยเอ็ด,5,26,152
ร้อยเอ็ด,5,4,126
ร้อยเอ็ด,5,30,100
ร้อยเอ็ด,5,18,93
ร้อยเอ็ด,5,23,78
ร้อยเอ็ด,5,28,74
