year,zone_id,province_id,province_name,region,zone_number,party_id,party_name,party_code,votes,vote_pct,rank
2566,pv_75_z_1,pv_75,สมุทรสงคราม,ภาคตะวันตก,1,ely_y2566_id_175,พลังธรรมใหม่,175,72,0,35
2566,pv_75_z_1,pv_75,สมุทรสงคราม,ภาคตะวันตก,1,ely_y2566_id_172,ประชาภิวัฒน์,172,72,0,36
2566,pv_75_z_1,pv_75,สมุทรสงคราม,ภาคตะวันตก,1,ely_y2566_id_243,เปลี่ยนอนาคต,243,72,0,37
2566,pv_75_z_1,pv_75,สมุทรสงคราม,ภาคตะวันตก,1,ely_y2566_id_181,รวมพลัง,181,68,0,38
2566,pv_75_z_1,pv_75,สมุทรสงคราม,ภาคตะวันตก,1,ely_y2566_id_180,ไทยศรีวิไลย์,180,59,0,39
2566,pv_75_z_1,pv_75,สมุทรสงคราม,ภาคตะวันตก,1,ely_y2566_id_211,ภาคีเครือข่ายไทย,211,56,0,40
2566,pv_75_z_1,pv_75,สมุทรสงคราม,ภาคตะวันตก,1,ely_y2566_id_206,กรีน,206,50,0,41
2566,pv_75_z_1,pv_75,สมุทรสงคราม,ภาคตะวันตก,1,ely_y2566_id_178,ไทยธรรม,178,48,0,42
2566,pv_75_z_1,pv_75,สมุทรสงคราม,ภาคตะวันตก,1,ely_y2566_id_236,เสมอภาค,236,45,0,44
2566,pv_75_z_1,pv_75,สมุทรสงคราม,ภาคตะวันตก,1,ely_y2566_id_153,พลังประชาธิปไตย,153,41,0,45
2566,pv_75_z_1,pv_75,สมุทรสงคราม,ภาคตะวันตก,1,ely_y2566_id_133,รักษ์ผืนป่าประเทศไทย,133,37,0,46
2566,pv_75_z_1,pv_75,สมุทรสงคราม,ภาคตะวันตก,1,ely_y2566_id_230,ไทยสมาร์ท,230,33,0,48
2566,pv_75_z_1,pv_75,สมุทรสงคราม,ภาคตะวันตก,1,ely_y2566_id_241,ไทยเป็นหนึ่ง,241,29,0,49
2566,pv_75_z_1,pv_75,สมุทรสงคราม,ภาคตะวันตก,1,ely_y2566_id_155,พลังไทยรักชาติ,155,27,0,50
2566,pv_75_z_1,pv_75,สมุทรสงคราม,ภาคตะวันตก,1,ely_y2566_id_173,เส้นด้าย,173,27,0,51
2566,pv_75_z_1,pv_75,สมุทรสงคราม,ภาคตะวันตก,1,ely_y2566_id_188,แผ่นดินธรรม,188,23,0,52
2566,pv_75_z_1,pv_75,สมุทรสงคราม,ภาคตะวันตก,1,ely_y2566_id_157,ช่วยชาติ,157,20,0,53
2566,pv_75_z_1,pv_75,สมุทรสงคราม,ภาคตะวันตก,1,ely_y2566_id_232,พลังสยาม,232,19,0,54
2566,pv_75_z_1,pv_75,สมุทรสงคราม,ภาคตะวันตก,1,ely_y2566_id_209,สามัญชน,209,19,0,55
2566,pv_75_z_1,pv_75,สมุทรสงคราม,ภาคตะวันตก,1,ely_y2566_id_217,เพื่ออนาคตไทย,217,18,0,56
2566,pv_75_z_1,pv_75,สมุทรสงคราม,ภาคตะวันตก,1,ely_y2566_id_184,พลังปวงชนไทย,184,15,0,57
2566,pv_75_z_1,pv_75,สมุทรสงคราม,ภาคตะวันตก,1,ely_y2566_id_129,ถิ่นกาขาวชาววิไล,129,14,0,58
2566,pv_75_z_1,pv_75,สมุทรสงคราม,ภาคตะวันตก,1,ely_y2566_id_235,แนวทางใหม่,235,12,0,59
2566,pv_75_z_1,pv_75,สมุทรสงคราม,ภาคตะวันตก,1,ely_y2566_id_249,ชาติรุ่งเรือง,249,12,0,60
