year,zone_id,province_id,province_name,region,zone_number,party_id,party_name,party_code,candidate_id,votes,vote_pct,rank,eligible_voters,total_votes,invalid_votes
2562,pv_62_z_4,pv_62,กำแพงเพชร,ภาคกลาง,4,v62_24,เพื่อสหกรณ์ไทย,24,v62_cand_24,132,0.15,22,0,89152,0
2562,pv_62_z_4,pv_62,กำแพงเพชร,ภาคกลาง,4,v62_28,พลังประชาธิปไตย,28,v62_cand_28,67,0.08,23,0,89152,0
2562,pv_62_z_4,pv_62,กำแพงเพชร,ภาคกลาง,4,v62_31,ไทรักธรรม,31,v62_cand_31,57,0.06,24,0,89152,0
2562,pv_62_z_4,pv_62,กำแพงเพชร,ภาคกลาง,4,v62_20,ประชาชนปฏิรูป,20,v62_cand_20,43,0.05,25,0,89152,0
2562,pv_62_z_4,pv_62,กำแพงเพชร,ภาคกลาง,4,v62_29,ภาคีเครือข่ายไทย,29,v62_cand_29,41,0.05,26,0,89152,0
2562,pv_62_z_4,pv_62,กำแพงเพชร,ภาคกลาง,4,v62_30,ผึ้งหลวง,30,v62_cand_30,38,0.04,27,0,89152,0
2562,pv_62_z_4,pv_62,กำแพงเพชร,ภาคกลาง,4,v62_7,เพื่อแผ่นดิน,7,v62_cand_7,0,0.00,28,0,89152,0
2562,pv_62_z_4,pv_62,กำแพงเพชร,ภาคกลาง,4,v62_15,ไทยรักษาชาติ,15,v62_cand_15,0,0.00,29,0,89152,0
2562,pv_62_z_4,pv_62,กำแพงเพชร,ภาคกลาง,4,v62_21,ครูไทยเพื่อประชาชน,21,v62_cand_21,0,0.00,30,0,89152,0
2562,pv_62_z_4,pv_62,กำแพงเพชร,ภาคกลาง,4,v62_27,ประชาธรรมไทย,27,v62_cand_27,0,0.00,31,0,89152,0
2562,pv_81_z_1,pv_81,กระบี่,ภาคใต้,1,v62_18,ประชาธิปัตย์,18,v62_cand_18,44346,35.51,1,0,124873,0
2562,pv_81_z_1,pv_81,กระบี่,ภาคใต้,1,v62_2,พลังประชารัฐ,2,v62_cand_2,30381,24.33,2,0,124873,0
2562,pv_81_z_1,pv_81,กระบี่,ภาคใต้,1,v62_15,อนาคตใหม่,15,v62_cand_15,17783,14.24,3,0,124873,0
2562,pv_81_z_1,pv_81,กระบี่,ภาคใต้,1,v62_16,ประชาชาติ,16,v62_cand_16,8484,6.79,4,0,124873,0
2562,pv_81_z_1,pv_81,กระบี่,ภาคใต้,1,v62_10,ภูมิใจไทย,10,v62_cand_10,4784,3.83,5,0,124873,0
2562,pv_81_z_1,pv_81,กระบี่,ภาคใต้,1,v62_5,เสรีรวมไทย,5,v62_cand_5,3474,2.78,6,0,124873,0
2562,pv_81_z_1,pv_81,กระบี่,ภาคใต้,1,v62_11,รวมพลังประชาชาติไทย,11,v62_cand_11,2032,1.63,7,0,124873,0
2562,pv_81_z_1,pv_81,กระบี่,ภาคใต้,1,v62_8,แทนคุณแผ่นดิน,8,v62_cand_8,1986,1.59,8,0,124873,0
2562,pv_81_z_1,pv_81,กระบี่,ภาคใต้,1,v62_24,เศรษฐกิจใหม่,24,v62_cand_24,1596,1.28,9,0,124873,0
2562,pv_81_z_1,pv_81,กระบี่,ภาคใต้,1,v62_7,ชาติไทยพัฒนา,7,v62_cand_7,1128,0.90,10,0,124873,0
2562,pv_81_z_1,pv_81,กระบี่,ภาคใต้,1,v62_17,เพื่อชาติ,17,v62_cand_17,942,0.75,11,0,124873,0
