year,zone_id,province_id,province_name,region,zone_number,party_id,party_name,party_code,candidate_id,votes,vote_pct,rank,eligible_voters,total_votes,invalid_votes
2566,pv_23_z_1,pv_23,,,1,ely_y2566_id_164,164,164,ely_y2566_id_1458,47046,38.0,1,175112,121333,6400
2566,pv_23_z_1,pv_23,,,1,ely_y2566_id_34,,34,ely_y2566_id_1461,24966,20.0,2,175112,121333,6400
2566,pv_23_z_1,pv_23,,,1,ely_y2566_id_192,192,192,ely_y2566_id_1459,19082,15.0,3,175112,121333,6400
2566,pv_23_z_1,pv_23,,,1,ely_y2566_id_229,229,229,ely_y2566_id_1462,11684,9.0,4,175112,121333,6400
2566,pv_23_z_1,pv_23,,,1,ely_y2566_id_63,,63,ely_y2566_id_1465,8624,7.0,5,175112,121333,6400
2566,pv_23_z_1,pv_23,,,1,ely_y2566_id_1,,1,ely_y2566_id_1464,7798,6.0,6,175112,121333,6400
2566,pv_23_z_1,pv_23,,,1,ely_y2566_id_145,145,145,ely_y2566_id_1460,1410,1.0,7,175112,121333,6400
2566,pv_23_z_1,pv_23,,,1,ely_y2566_id_227,227,227,ely_y2566_id_1463,472,0,8,175112,121333,6400
2566,pv_85_z_1,pv_85,,,1,ely_y2566_id_63,,63,ely_y2566_id_3208,44717,44.0,1,140024,99867,4365
2566,pv_85_z_1,pv_85,,,1,ely_y2566_id_229,229,229,ely_y2566_id_3210,22853,22.0,2,140024,99867,4365
2566,pv_85_z_1,pv_85,,,1,ely_y2566_id_164,164,164,ely_y2566_id_3211,13568,13.0,3,140024,99867,4365
2566,pv_85_z_1,pv_85,,,1,ely_y2566_id_192,192,192,ely_y2566_id_3212,12940,13.0,4,140024,99867,4365
2566,pv_85_z_1,pv_85,,,1,ely_y2566_id_34,,34,ely_y2566_id_3213,2297,2.0,5,140024,99867,4365
2566,pv_85_z_1,pv_85,,,1,ely_y2566_id_1,,1,ely_y2566_id_3207,1803,1.0,6,140024,99867,4365
2566,pv_85_z_1,pv_85,,,1,ely_y2566_id_227,227,227,ely_y2566_id_3209,640,0,7,140024,99867,4365
2566,pv_85_z_1,pv_85,,,1,ely_y2566_id_145,145,145,ely_y2566_id_3215,358,0,8,140024,99867,4365
