year,zone_id,province_id,province_name,region,zone_number,party_id,party_name,party_code,votes,vote_pct,rank
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_55,,55,201,0,19
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_183,183,183,196,0,20
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_149,149,149,186,0,21
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_56,,56,179,0,22
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_205,205,205,162,0,23
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_170,170,170,159,0,24
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_187,187,187,153,0,25
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_252,252,252,149,0,26
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_204,204,204,145,0,27
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_237,237,237,144,0,28
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_238,238,238,129,0,29
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_118,,118,128,0,30
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_175,175,175,126,0,31
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_246,246,246,122,0,32
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_203,203,203,120,0,33
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_211,211,211,120,0,34
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_226,226,226,106,0,36
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_180,180,180,81,0,38
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_178,178,178,77,0,39
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_181,181,181,74,0,40
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_206,206,206,68,0,41
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_243,243,243,64,0,42
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_228,228,228,59,0,43
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_184,184,184,36,0,44
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_155,155,155,34,0,45
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_172,172,172,33,0,46
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_241,241,241,31,0,47
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_217,217,217,30,0,48
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_153,153,153,30,0,49
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_232,232,232,28,0,50
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_230,230,230,25,0,51
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_133,133,133,23,0,52
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_198,198,198,22,0,53
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_157,157,157,22,0,54
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_189,189,189,21,0,55
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_188,188,188,19,0,56
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_236,236,236,18,0,57
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_186,186,186,18,0,58
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_154,154,154,18,0,59
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_173,173,173,18,0,60
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_235,235,235,17,0,61
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_129,129,129,14,0,63
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_240,240,240,13,0,64
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_209,209,209,6,0,66
2566,pv_18_z_1,pv_18,,,1,ely_y2566_id_249,249,249,6,0,67
2566,pv_18_z_2,pv_18,,,2,ely_y2566_id_164,164,164,32988,34.0,1
2566,pv_18_z_2,pv_18,,,2,ely_y2566_id_34,,34,29034,30.0,2
2566,pv_18_z_2,pv_18,,,2,ely_y2566_id_63,,63,13121,13.0,3
2566,pv_18_z_2,pv_18,,,2,ely_y2566_id_229,229,229,7710,8.0,4
2566,pv_18_z_2,pv_18,,,2,ely_y2566_id_247,247,247,3179,3.0,5
2566,pv_18_z_2,pv_18,,,2,ely_y2566_id_1,,1,866,0,6
