year,zone_id,province_id,province_name,region,zone_number,party_name,votes,vote_pct,rank,total_votes
2562,pv_71_z_5,pv_71,กาญจนบุรี,ภาคตะวันตก,5,ไทยศรีวิไลย์,169,0.31,14,54369
2562,pv_71_z_5,pv_71,กาญจนบุรี,ภาคตะวันตก,5,ชาติพัฒนา,167,0.31,15,54369
2562,pv_71_z_5,pv_71,กาญจนบุรี,ภาคตะวันตก,5,พลังชาติไทย,129,0.24,16,54369
2562,pv_71_z_5,pv_71,กาญจนบุรี,ภาคตะวันตก,5,พลังปวงชนไทย,91,0.17,17,54369
2562,pv_71_z_5,pv_71,กาญจนบุรี,ภาคตะวันตก,5,เครือข่ายชาวนาแห่งประเทศไทย,68,0.13,18,54369
2562,pv_71_z_5,pv_71,กาญจนบุรี,ภาคตะวันตก,5,ครูไทยเพื่อประชาชน,63,0.12,19,54369
2562,pv_71_z_5,pv_71,กาญจนบุรี,ภาคตะวันตก,5,ไทรักธรรม,61,0.11,20,54369
2562,pv_71_z_5,pv_71,กาญจนบุรี,ภาคตะวันตก,5,ประชานิยม,57,0.10,21,54369
2562,pv_71_z_5,pv_71,กาญจนบุรี,ภาคตะวันตก,5,ไทยรุ่งเรือง,30,0.06,22,54369
2562,pv_71_z_5,pv_71,กาญจนบุรี,ภาคตะวันตก,5,มหาชน,27,0.05,23,54369
2562,pv_71_z_5,pv_71,กาญจนบุรี,ภาคตะวันตก,5,เพื่อชาติ,0,0.00,24,54369
2562,pv_71_z_5,pv_71,กาญจนบุรี,ภาคตะวันตก,5,ไทยรักษาชาติ,0,0.00,25,54369
2562,pv_71_z_5,pv_71,กาญจนบุรี,ภาคตะวันตก,5,เพื่อนไทย,0,0.00,26,54369
2562,pv_46_z_1,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,1,เพื่อไทย,37532,35.26,1,106442
2562,pv_46_z_1,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,1,ภูมิใจไทย,32275,30.32,2,106442
2562,pv_46_z_1,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,1,อนาคตใหม่,17750,16.68,3,106442
2562,pv_46_z_1,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,1,พลังประชารัฐ,9014,8.47,4,106442
2562,pv_46_z_1,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,1,เสรีรวมไทย,1787,1.68,5,106442
2562,pv_46_z_1,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,1,ประชาธิปัตย์,1317,1.24,6,106442
2562,pv_46_z_1,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,1,สามัญชน,853,0.80,7,106442
2562,pv_46_z_1,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,1,เศรษฐกิจใหม่,786,0.74,8,106442
2562,pv_46_z_1,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,1,เพื่อชาติ,769,0.72,9,106442
2562,pv_46_z_1,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,1,พลังท้องถิ่นไท,763,0.72,10,106442
2562,pv_46_z_1,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,1,ไทรักธรรม,474,0.45,11,106442
2562,pv_46_z_1,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,1,ความหวังใหม่,328,0.31,12,106442
2562,pv_46_z_1,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,1,กรีน,308,0.29,13,106442
2562,pv_46_z_1,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,1,รวมพลังประชาชาติไทย,244,0.23,14,106442
2562,pv_46_z_1,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,1,เพื่อชีวิตใหม่,240,0.23,15,106442
2562,pv_46_z_1,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,1,ครูไทยเพื่อประชาชน,233,0.22,16,106442
2562,pv_46_z_1,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,1,พลังปวงชนไทย,186,0.17,17,106442
2562,pv_46_z_1,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,1,ประชาชนปฏิรูป,175,0.16,18,106442
2562,pv_46_z_1,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,1,ประชาไทย,166,0.16,19,106442
2562,pv_46_z_1,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,1,ประชาธรรมไทย,153,0.14,20,106442
2562,pv_46_z_1,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,1,ชาติไทยพัฒนา,141,0.13,21,106442
2562,pv_46_z_1,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,1,แผ่นดินธรรม,139,0.13,22,106442
2562,pv_46_z_1,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,1,พลังไทยรักไทย,128,0.12,23,106442
2562,pv_46_z_1,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,1,ประชานิยม,101,0.09,24,106442
2562,pv_46_z_1,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,1,พลังชาติไทย,92,0.09,25,106442
2562,pv_46_z_1,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,1,ไทยศรีวิไลย์,78,0.07,26,106442
2562,pv_46_z_1,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,1,เพื่อแผ่นดิน,64,0.06,27,106442
2562,pv_46_z_1,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,1,ภราดรภาพ,61,0.06,28,106442
2562,pv_46_z_1,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,1,ประชาภิวัฒน์,58,0.05,29,106442
2562,pv_46_z_1,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,1,พลังประชาธิปไตย,49,0.05,30,106442
2562,pv_46_z_1,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,1,ภูมิพลังเกษตรกรไทย,47,0.04,31,106442
2562,pv_46_z_1,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,1,ประชาธิปไตยใหม่,40,0.04,32,106442
2562,pv_46_z_1,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,1,รักษ์ผืนป่าประเทศไทย,37,0.03,33,106442
2562,pv_46_z_1,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,1,พลังศรัทธา,28,0.03,34,106442
2562,pv_46_z_1,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,1,แทนคุณแผ่นดิน,26,0.02,35,106442
2562,pv_46_z_1,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,1,เพื่อนไทย,0,0.00,36,106442
2562,pv_46_z_2,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,2,เพื่อไทย,38058,36.20,1,105130
2562,pv_46_z_2,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,2,ภูมิใจไทย,30003,28.54,2,105130
2562,pv_46_z_2,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,2,พลังประชารัฐ,13699,13.03,3,105130
2562,pv_46_z_2,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,2,อนาคตใหม่,12059,11.47,4,105130
2562,pv_46_z_2,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,2,พลังท้องถิ่นไท,3955,3.76,5,105130
2562,pv_46_z_2,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,2,เสรีรวมไทย,1411,1.34,6,105130
2562,pv_46_z_2,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,2,ประชาธิปัตย์,1238,1.18,7,105130
2562,pv_46_z_2,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,2,พลังประชาธิปไตย,480,0.46,8,105130
2562,pv_46_z_2,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,2,เศรษฐกิจใหม่,463,0.44,9,105130
2562,pv_46_z_2,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,2,เพื่อชีวิตใหม่,406,0.39,10,105130
2562,pv_46_z_2,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,2,เพื่อชาติ,389,0.37,11,105130
2562,pv_46_z_2,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,2,ความหวังใหม่,385,0.37,12,105130
2562,pv_46_z_2,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,2,ชาติไทยพัฒนา,306,0.29,13,105130
2562,pv_46_z_2,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,2,ไทรักธรรม,233,0.22,14,105130
2562,pv_46_z_2,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,2,ประชาธรรมไทย,232,0.22,15,105130
2562,pv_46_z_2,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,2,ประชาชนปฏิรูป,226,0.21,16,105130
2562,pv_46_z_2,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,2,กรีน,218,0.21,17,105130
2562,pv_46_z_2,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,2,ประชาภิวัฒน์,210,0.20,18,105130
2562,pv_46_z_2,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,2,รักษ์ผืนป่าประเทศไทย,175,0.17,19,105130
2562,pv_46_z_2,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,2,รวมพลังประชาชาติไทย,145,0.14,20,105130
2562,pv_46_z_2,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,2,ประชานิยม,133,0.13,21,105130
2562,pv_46_z_2,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,2,ประชาไทย,133,0.13,22,105130
2562,pv_46_z_2,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,2,แผ่นดินธรรม,105,0.10,23,105130
2562,pv_46_z_2,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,2,ประชาธิปไตยใหม่,90,0.09,24,105130
2562,pv_46_z_2,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,2,กลาง,85,0.08,25,105130
2562,pv_46_z_2,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,2,ไทยศรีวิไลย์,83,0.08,26,105130
2562,pv_46_z_2,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,2,พลังชาติไทย,66,0.06,27,105130
2562,pv_46_z_2,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,2,พลเมืองไทย,54,0.05,28,105130
2562,pv_46_z_2,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,2,ครูไทยเพื่อประชาชน,40,0.04,29,105130
2562,pv_46_z_2,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,2,เพื่อแผ่นดิน,29,0.03,30,105130
2562,pv_46_z_2,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,2,แทนคุณแผ่นดิน,21,0.02,31,105130
2562,pv_46_z_2,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,2,เพื่อนไทย,0,0.00,32,105130
2562,pv_46_z_2,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,2,พลังปวงชนไทย,0,0.00,33,105130
2562,pv_46_z_2,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,2,พลังไทยรักไทย,0,0.00,34,105130
2562,pv_46_z_3,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,3,เพื่อไทย,32588,32.51,1,100252
2562,pv_46_z_3,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,3,พลังประชารัฐ,30373,30.30,2,100252
2562,pv_46_z_3,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,3,อนาคตใหม่,17503,17.46,3,100252
2562,pv_46_z_3,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,3,ประชาธิปัตย์,3699,3.69,4,100252
2562,pv_46_z_3,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,3,เพื่อชาติ,3495,3.49,5,100252
2562,pv_46_z_3,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,3,ภูมิใจไทย,2322,2.32,6,100252
2562,pv_46_z_3,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,3,เสรีรวมไทย,1035,1.03,7,100252
2562,pv_46_z_3,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,3,เพื่อคนไทย,989,0.99,8,100252
2562,pv_46_z_3,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,3,พลังปวงชนไทย,833,0.83,9,100252
2562,pv_46_z_3,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,3,ฐานรากไทย,830,0.83,10,100252
2562,pv_46_z_3,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,3,พลังท้องถิ่นไท,722,0.72,11,100252
2562,pv_46_z_3,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,3,ประชาชาติ,606,0.60,12,100252
2562,pv_46_z_3,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,3,เศรษฐกิจใหม่,591,0.59,13,100252
2562,pv_46_z_3,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,3,รักษ์ผืนป่าประเทศไทย,531,0.53,14,100252
2562,pv_46_z_3,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,3,ประชานิยม,380,0.38,15,100252
2562,pv_46_z_3,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,3,พลังไทยรักไทย,305,0.30,16,100252
2562,pv_46_z_3,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,3,ชาติไทยพัฒนา,299,0.30,17,100252
2562,pv_46_z_3,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,3,ประชาภิวัฒน์,278,0.28,18,100252
2562,pv_46_z_3,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,3,ไทยศรีวิไลย์,272,0.27,19,100252
2562,pv_46_z_3,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,3,ความหวังใหม่,249,0.25,20,100252
2562,pv_46_z_3,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,3,ประชาชนปฏิรูป,230,0.23,21,100252
2562,pv_46_z_3,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,3,ไทรักธรรม,210,0.21,22,100252
2562,pv_46_z_3,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,3,ประชาไทย,193,0.19,23,100252
2562,pv_46_z_3,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,3,กรีน,174,0.17,24,100252
2562,pv_46_z_3,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,3,ประชาธรรมไทย,166,0.17,25,100252
2562,pv_46_z_3,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,3,รวมพลังประชาชาติไทย,146,0.15,26,100252
2562,pv_46_z_3,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,3,พลังชาติไทย,140,0.14,27,100252
2562,pv_46_z_3,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,3,ภราดรภาพ,137,0.14,28,100252
2562,pv_46_z_3,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,3,พลังประชาธิปไตย,134,0.13,29,100252
2562,pv_46_z_3,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,3,สามัญชน,129,0.13,30,100252
2562,pv_46_z_3,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,3,พลังไทสร้างชาติ,120,0.12,31,100252
2562,pv_46_z_3,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,3,ภูมิพลังเกษตรกรไทย,116,0.12,32,100252
2562,pv_46_z_3,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,3,พลเมืองไทย,103,0.10,33,100252
2562,pv_46_z_3,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,3,เพื่อแผ่นดิน,81,0.08,34,100252
2562,pv_46_z_3,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,3,ประชาธิปไตยใหม่,77,0.08,35,100252
2562,pv_46_z_3,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,3,เพื่อชีวิตใหม่,76,0.08,36,100252
2562,pv_46_z_3,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,3,แผ่นดินธรรม,65,0.06,37,100252
2562,pv_46_z_3,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,3,ครูไทยเพื่อประชาชน,55,0.05,38,100252
2562,pv_46_z_3,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,3,เพื่อนไทย,0,0.00,39,100252
2562,pv_46_z_3,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,3,ประชากรไทย,0,0.00,40,100252
2562,pv_46_z_4,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,4,เพื่อไทย,45503,45.36,1,100313
2562,pv_46_z_4,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,4,พลังประชารัฐ,17196,17.14,2,100313
2562,pv_46_z_4,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,4,อนาคตใหม่,14973,14.93,3,100313
2562,pv_46_z_4,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,4,เพื่อชาติ,3573,3.56,4,100313
2562,pv_46_z_4,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,4,ภูมิใจไทย,3074,3.06,5,100313
2562,pv_46_z_4,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,4,พลังปวงชนไทย,2949,2.94,6,100313
2562,pv_46_z_4,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,4,ประชาธิปัตย์,2791,2.78,7,100313
2562,pv_46_z_4,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,4,เศรษฐกิจใหม่,1725,1.72,8,100313
2562,pv_46_z_4,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,4,เสรีรวมไทย,1239,1.24,9,100313
2562,pv_46_z_4,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,4,พลังธรรมใหม่,867,0.86,10,100313
2562,pv_46_z_4,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,4,สยามพัฒนา,864,0.86,11,100313
2562,pv_46_z_4,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,4,ความหวังใหม่,716,0.71,12,100313
2562,pv_46_z_4,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,4,พลังท้องถิ่นไท,686,0.68,13,100313
2562,pv_46_z_4,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,4,ชาติพัฒนา,592,0.59,14,100313
2562,pv_46_z_4,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,4,ประชาภิวัฒน์,523,0.52,15,100313
2562,pv_46_z_4,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,4,ชาติไทยพัฒนา,493,0.49,16,100313
2562,pv_46_z_4,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,4,พลังชาติไทย,428,0.43,17,100313
2562,pv_46_z_4,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,4,พลเมืองไทย,332,0.33,18,100313
2562,pv_46_z_4,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,4,รวมพลังประชาชาติไทย,229,0.23,19,100313
2562,pv_46_z_4,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,4,รักษ์ผืนป่าประเทศไทย,205,0.20,20,100313
2562,pv_46_z_4,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,4,พลังไทยรักไทย,199,0.20,21,100313
2562,pv_46_z_4,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,4,ประชาธิปไตยใหม่,131,0.13,22,100313
2562,pv_46_z_4,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,4,พลังประชาธิปไตย,118,0.12,23,100313
2562,pv_46_z_4,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,4,ประชานิยม,115,0.11,24,100313
2562,pv_46_z_4,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,4,ประชาธรรมไทย,113,0.11,25,100313
2562,pv_46_z_4,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,4,ประชาไทย,110,0.11,26,100313
2562,pv_46_z_4,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,4,พลังไทสร้างชาติ,107,0.11,27,100313
2562,pv_46_z_4,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,4,ครูไทยเพื่อประชาชน,83,0.08,28,100313
2562,pv_46_z_4,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,4,ไทรักธรรม,81,0.08,29,100313
2562,pv_46_z_4,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,4,เพื่อแผ่นดิน,73,0.07,30,100313
2562,pv_46_z_4,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,4,กรีน,68,0.07,31,100313
2562,pv_46_z_4,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,4,แผ่นดินธรรม,58,0.06,32,100313
2562,pv_46_z_4,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,4,ประชากรไทย,45,0.04,33,100313
2562,pv_46_z_4,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,4,ภูมิพลังเกษตรกรไทย,32,0.03,34,100313
2562,pv_46_z_4,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,4,เพื่อชีวิตใหม่,22,0.02,35,100313
2562,pv_46_z_4,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,4,เพื่อนไทย,0,0.00,36,100313
2562,pv_46_z_4,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,4,ไทยศรีวิไลย์,0,0.00,37,100313
2562,pv_46_z_4,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,4,ไทยรักษาชาติ,0,0.00,38,100313
2562,pv_46_z_5,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,5,เพื่อไทย,40262,38.69,1,104075
2562,pv_46_z_5,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,5,พลังประชารัฐ,18266,17.55,2,104075
2562,pv_46_z_5,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,5,อนาคตใหม่,17625,16.93,3,104075
2562,pv_46_z_5,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,5,พลังท้องถิ่นไท,8460,8.13,4,104075
2562,pv_46_z_5,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,5,ภูมิใจไทย,2841,2.73,5,104075
2562,pv_46_z_5,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,5,ความหวังใหม่,2401,2.31,6,104075
2562,pv_46_z_5,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,5,ชาติไทยพัฒนา,2265,2.18,7,104075
2562,pv_46_z_5,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,5,เสรีรวมไทย,1965,1.89,8,104075
2562,pv_46_z_5,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,5,เพื่อคนไทย,1430,1.37,9,104075
2562,pv_46_z_5,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,5,ประชาธิปัตย์,1111,1.07,10,104075
2562,pv_46_z_5,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,5,สามัญชน,1060,1.02,11,104075
2562,pv_46_z_5,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,5,กรีน,847,0.81,12,104075
2562,pv_46_z_5,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,5,เพื่อชาติ,567,0.54,13,104075
2562,pv_46_z_5,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,5,เศรษฐกิจใหม่,546,0.52,14,104075
2562,pv_46_z_5,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,5,ภราดรภาพ,487,0.47,15,104075
2562,pv_46_z_5,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,5,รวมพลังประชาชาติไทย,411,0.39,16,104075
2562,pv_46_z_5,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,5,รักษ์ผืนป่าประเทศไทย,405,0.39,17,104075
2562,pv_46_z_5,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,5,ชาติพัฒนา,368,0.35,18,104075
2562,pv_46_z_5,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,5,ประชากรไทย,352,0.34,19,104075
2562,pv_46_z_5,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,5,พลังไทยรักไทย,290,0.28,20,104075
2562,pv_46_z_5,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,5,พลังประชาธิปไตย,271,0.26,21,104075
2562,pv_46_z_5,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,5,แทนคุณแผ่นดิน,248,0.24,22,104075
2562,pv_46_z_5,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,5,พลังไทสร้างชาติ,242,0.23,23,104075
2562,pv_46_z_5,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,5,เพื่อแผ่นดิน,230,0.22,24,104075
2562,pv_46_z_5,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,5,แผ่นดินธรรม,174,0.17,25,104075
2562,pv_46_z_5,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,5,ไทยธรรม,153,0.15,26,104075
2562,pv_46_z_5,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,5,กลาง,128,0.12,27,104075
2562,pv_46_z_5,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,5,ประชาภิวัฒน์,121,0.12,28,104075
2562,pv_46_z_5,pv_46,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,5,ประชานิยม,90,0.09,29,104075
