year,zone_id,province_id,province_name,region,zone_number,party_name,votes,vote_pct,rank,total_votes
2562,pv_45_z_2,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,2,พลังธรรมใหม่,111,0.11,23,97339
2562,pv_45_z_2,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,2,ประชานิยม,107,0.11,24,97339
2562,pv_45_z_2,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,2,เพื่อชีวิตใหม่,100,0.10,25,97339
2562,pv_45_z_2,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,2,ครูไทยเพื่อประชาชน,79,0.08,26,97339
2562,pv_45_z_2,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,2,เพื่อแผ่นดิน,78,0.08,27,97339
2562,pv_45_z_2,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,2,ภาคีเครือข่ายไทย,78,0.08,28,97339
2562,pv_45_z_2,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,2,พลังรัก,68,0.07,29,97339
2562,pv_45_z_2,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,2,สยามพัฒนา,64,0.07,30,97339
2562,pv_45_z_2,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,2,พลังชาติไทย,51,0.05,31,97339
2562,pv_45_z_2,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,2,ประชาธรรมไทย,44,0.05,32,97339
2562,pv_45_z_2,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,2,ผึ้งหลวง,34,0.03,33,97339
2562,pv_45_z_2,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,2,ประชาชนปฏิรูป,27,0.03,34,97339
2562,pv_45_z_2,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,2,เพื่อนไทย,0,0.00,35,97339
2562,pv_45_z_2,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,2,ประชาไทย,0,0.00,36,97339
2562,pv_45_z_2,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,2,พลังแรงงานไทย,0,0.00,37,97339
2562,pv_45_z_2,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,2,มหาชน,0,0.00,38,97339
2562,pv_45_z_3,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,3,เพื่อไทย,37385,39.95,1,93576
2562,pv_45_z_3,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,3,พลังประชารัฐ,32715,34.96,2,93576
2562,pv_45_z_3,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,3,อนาคตใหม่,12881,13.77,3,93576
2562,pv_45_z_3,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,3,ชาติไทยพัฒนา,2384,2.55,4,93576
2562,pv_45_z_3,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,3,เสรีรวมไทย,949,1.01,5,93576
2562,pv_45_z_3,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,3,เพื่อชาติ,940,1.00,6,93576
2562,pv_45_z_3,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,3,ประชาธิปัตย์,881,0.94,7,93576
2562,pv_45_z_3,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,3,สยามพัฒนา,649,0.69,8,93576
2562,pv_45_z_3,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,3,ชาติพัฒนา,583,0.62,9,93576
2562,pv_45_z_3,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,3,พลเมืองไทย,482,0.52,10,93576
2562,pv_45_z_3,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,3,ภูมิใจไทย,462,0.49,11,93576
2562,pv_45_z_3,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,3,เศรษฐกิจใหม่,422,0.45,12,93576
2562,pv_45_z_3,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,3,รวมพลังประชาชาติไทย,379,0.41,13,93576
2562,pv_45_z_3,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,3,ทางเลือกใหม่,371,0.40,14,93576
2562,pv_45_z_3,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,3,พลังครูไทย,255,0.27,15,93576
2562,pv_45_z_3,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,3,พลังธรรมใหม่,250,0.27,16,93576
2562,pv_45_z_3,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,3,ผึ้งหลวง,199,0.21,17,93576
2562,pv_45_z_3,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,3,พลังชาติไทย,197,0.21,18,93576
2562,pv_45_z_3,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,3,พลังประชาธิปไตย,162,0.17,19,93576
2562,pv_45_z_3,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,3,เพื่อแผ่นดิน,136,0.15,20,93576
2562,pv_45_z_3,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,3,ประชาธรรมไทย,109,0.12,21,93576
2562,pv_45_z_3,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,3,พลังท้องถิ่นไท,102,0.11,22,93576
2562,pv_45_z_3,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,3,พลังไทยรักไทย,96,0.10,23,93576
2562,pv_45_z_3,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,3,รักษ์ผืนป่าประเทศไทย,92,0.10,24,93576
2562,pv_45_z_3,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,3,ประชาภิวัฒน์,88,0.09,25,93576
2562,pv_45_z_3,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,3,กรีน,82,0.09,26,93576
2562,pv_45_z_3,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,3,ไทยศรีวิไลย์,57,0.06,27,93576
2562,pv_45_z_3,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,3,ไทยธรรม,51,0.05,28,93576
2562,pv_45_z_3,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,3,ครูไทยเพื่อประชาชน,47,0.05,29,93576
2562,pv_45_z_3,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,3,ประชานิยม,46,0.05,30,93576
2562,pv_45_z_3,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,3,แผ่นดินธรรม,40,0.04,31,93576
2562,pv_45_z_3,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,3,ประชากรไทย,31,0.03,32,93576
2562,pv_45_z_3,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,3,พลังศรัทธา,27,0.03,33,93576
2562,pv_45_z_3,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,3,พลังสังคม,18,0.02,34,93576
2562,pv_45_z_3,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,3,พลังรัก,8,0.01,35,93576
2562,pv_45_z_3,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,3,ประชาชนปฏิรูป,0,0.00,36,93576
2562,pv_45_z_3,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,3,เพื่อนไทย,0,0.00,37,93576
2562,pv_45_z_3,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,3,มหาชน,0,0.00,38,93576
2562,pv_45_z_3,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,3,รักท้องถิ่นไทย,0,0.00,39,93576
2562,pv_45_z_4,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,4,เพื่อไทย,50072,53.65,1,93335
2562,pv_45_z_4,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,4,พลังประชารัฐ,18408,19.72,2,93335
2562,pv_45_z_4,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,4,อนาคตใหม่,12965,13.89,3,93335
2562,pv_45_z_4,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,4,ภูมิใจไทย,5971,6.40,4,93335
2562,pv_45_z_4,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,4,ประชาธิปัตย์,835,0.89,5,93335
2562,pv_45_z_4,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,4,เสรีรวมไทย,809,0.87,6,93335
2562,pv_45_z_4,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,4,พลังท้องถิ่นไท,664,0.71,7,93335
2562,pv_45_z_4,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,4,เศรษฐกิจใหม่,468,0.50,8,93335
2562,pv_45_z_4,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,4,พลังไทยรักไทย,418,0.45,9,93335
2562,pv_45_z_4,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,4,พลังธรรมใหม่,266,0.28,10,93335
2562,pv_45_z_4,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,4,เพื่อชาติ,217,0.23,11,93335
2562,pv_45_z_4,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,4,ประชาชาติ,215,0.23,12,93335
2562,pv_45_z_4,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,4,รักษ์ผืนป่าประเทศไทย,215,0.23,13,93335
2562,pv_45_z_4,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,4,ไทยศรีวิไลย์,193,0.21,14,93335
2562,pv_45_z_4,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,4,พลังครูไทย,189,0.20,15,93335
2562,pv_45_z_4,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,4,ชาติไทยพัฒนา,187,0.20,16,93335
2562,pv_45_z_4,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,4,รวมพลังประชาชาติไทย,170,0.18,17,93335
2562,pv_45_z_4,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,4,ประชานิยม,159,0.17,18,93335
2562,pv_45_z_4,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,4,ทางเลือกใหม่,139,0.15,19,93335
2562,pv_45_z_4,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,4,เพื่อแผ่นดิน,115,0.12,20,93335
2562,pv_45_z_4,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,4,ไทยธรรม,113,0.12,21,93335
2562,pv_45_z_4,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,4,พลังปวงชนไทย,90,0.10,22,93335
2562,pv_45_z_4,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,4,ประชาภิวัฒน์,85,0.09,23,93335
2562,pv_45_z_4,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,4,ประชาธรรมไทย,78,0.08,24,93335
2562,pv_45_z_4,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,4,แผ่นดินธรรม,75,0.08,25,93335
2562,pv_45_z_4,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,4,กรีน,60,0.06,26,93335
2562,pv_45_z_4,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,4,ประชาชนปฏิรูป,36,0.04,27,93335
2562,pv_45_z_4,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,4,ภาคีเครือข่ายไทย,30,0.03,28,93335
2562,pv_45_z_4,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,4,ครูไทยเพื่อประชาชน,28,0.03,29,93335
2562,pv_45_z_4,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,4,พลังศรัทธา,25,0.03,30,93335
2562,pv_45_z_4,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,4,พลังชาติไทย,21,0.02,31,93335
2562,pv_45_z_4,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,4,สยามพัฒนา,19,0.02,32,93335
2562,pv_45_z_4,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,4,ชาติพัฒนา,0,0.00,33,93335
2562,pv_45_z_4,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,4,เพื่อนไทย,0,0.00,34,93335
2562,pv_45_z_4,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,4,มหาชน,0,0.00,35,93335
2562,pv_45_z_4,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,4,ไทยรักษาชาติ,0,0.00,36,93335
2562,pv_45_z_5,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,5,เพื่อไทย,58842,63.66,1,92429
2562,pv_45_z_5,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,5,อนาคตใหม่,11172,12.09,2,92429
2562,pv_45_z_5,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,5,พลังประชารัฐ,9686,10.48,3,92429
2562,pv_45_z_5,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,5,ชาติไทยพัฒนา,3743,4.05,4,92429
2562,pv_45_z_5,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,5,เสรีรวมไทย,1708,1.85,5,92429
2562,pv_45_z_5,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,5,ประชาธิปัตย์,1065,1.15,6,92429
2562,pv_45_z_5,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,5,พลังศรัทธา,982,1.06,7,92429
2562,pv_45_z_5,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,5,พลังไทยรักไทย,955,1.03,8,92429
2562,pv_45_z_5,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,5,รวมพลังประชาชาติไทย,839,0.91,9,92429
2562,pv_45_z_5,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,5,เพื่อชาติ,521,0.56,10,92429
2562,pv_45_z_5,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,5,พลังท้องถิ่นไท,403,0.44,11,92429
2562,pv_45_z_5,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,5,ภูมิใจไทย,393,0.43,12,92429
2562,pv_45_z_5,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,5,เศรษฐกิจใหม่,316,0.34,13,92429
2562,pv_45_z_5,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,5,พลังสังคม,285,0.31,14,92429
2562,pv_45_z_5,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,5,ประชาธรรมไทย,233,0.25,15,92429
2562,pv_45_z_5,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,5,พลังประชาธิปไตย,159,0.17,16,92429
2562,pv_45_z_5,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,5,ผึ้งหลวง,156,0.17,17,92429
2562,pv_45_z_5,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,5,ทางเลือกใหม่,152,0.16,18,92429
2562,pv_45_z_5,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,5,พลังธรรมใหม่,126,0.14,19,92429
2562,pv_45_z_5,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,5,รักษ์ผืนป่าประเทศไทย,100,0.11,20,92429
2562,pv_45_z_5,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,5,เพื่อแผ่นดิน,93,0.10,21,92429
2562,pv_45_z_5,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,5,ไทยศรีวิไลย์,78,0.08,22,92429
2562,pv_45_z_5,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,5,พลังครูไทย,74,0.08,23,92429
2562,pv_45_z_5,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,5,ประชาชนปฏิรูป,61,0.07,24,92429
2562,pv_45_z_5,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,5,ประชาภิวัฒน์,59,0.06,25,92429
2562,pv_45_z_5,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,5,ไทยธรรม,51,0.06,26,92429
2562,pv_45_z_5,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,5,ประชานิยม,47,0.05,27,92429
2562,pv_45_z_5,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,5,ครูไทยเพื่อประชาชน,38,0.04,28,92429
2562,pv_45_z_5,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,5,ชาติพัฒนา,32,0.03,29,92429
2562,pv_45_z_5,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,5,เพื่อชีวิตใหม่,31,0.03,30,92429
2562,pv_45_z_5,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,5,พลังไทสร้างชาติ,29,0.03,31,92429
2562,pv_45_z_5,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,5,เพื่อนไทย,0,0.00,32,92429
2562,pv_45_z_5,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,5,มหาชน,0,0.00,33,92429
2562,pv_45_z_5,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,5,พลังแรงงานไทย,0,0.00,34,92429
2562,pv_45_z_6,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,6,เพื่อไทย,52734,55.44,1,95125
2562,pv_45_z_6,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,6,อนาคตใหม่,14325,15.06,2,95125
2562,pv_45_z_6,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,6,พลังประชารัฐ,13801,14.51,3,95125
2562,pv_45_z_6,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,6,ภูมิใจไทย,3922,4.12,4,95125
2562,pv_45_z_6,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,6,เสรีรวมไทย,1763,1.85,5,95125
2562,pv_45_z_6,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,6,ประชาธรรมไทย,1057,1.11,6,95125
2562,pv_45_z_6,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,6,ประชาธิปัตย์,1032,1.08,7,95125
2562,pv_45_z_6,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,6,พลังปวงชนไทย,1003,1.05,8,95125
2562,pv_45_z_6,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,6,ทางเลือกใหม่,898,0.94,9,95125
2562,pv_45_z_6,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,6,ชาติไทยพัฒนา,458,0.48,10,95125
2562,pv_45_z_6,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,6,ประชาชนปฏิรูป,385,0.40,11,95125
2562,pv_45_z_6,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,6,พลังไทยรักไทย,364,0.38,12,95125
2562,pv_45_z_6,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,6,เศรษฐกิจใหม่,324,0.34,13,95125
2562,pv_45_z_6,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,6,รวมพลังประชาชาติไทย,323,0.34,14,95125
2562,pv_45_z_6,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,6,เพื่อแผ่นดิน,312,0.33,15,95125
2562,pv_45_z_6,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,6,พลังท้องถิ่นไท,300,0.32,16,95125
2562,pv_45_z_6,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,6,รักษ์ผืนป่าประเทศไทย,296,0.31,17,95125
2562,pv_45_z_6,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,6,ชาติพัฒนา,257,0.27,18,95125
2562,pv_45_z_6,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,6,พลังไทสร้างชาติ,241,0.25,19,95125
2562,pv_45_z_6,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,6,พลังศรัทธา,151,0.16,20,95125
2562,pv_45_z_6,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,6,สยามพัฒนา,150,0.16,21,95125
2562,pv_45_z_6,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,6,พลังธรรมใหม่,121,0.13,22,95125
2562,pv_45_z_6,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,6,ประชานิยม,120,0.13,23,95125
2562,pv_45_z_6,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,6,เพื่อชีวิตใหม่,119,0.13,24,95125
2562,pv_45_z_6,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,6,ไทยศรีวิไลย์,118,0.12,25,95125
2562,pv_45_z_6,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,6,ประชาภิวัฒน์,116,0.12,26,95125
2562,pv_45_z_6,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,6,ภราดรภาพ,107,0.11,27,95125
2562,pv_45_z_6,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,6,พลังชาติไทย,67,0.07,28,95125
2562,pv_45_z_6,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,6,แผ่นดินธรรม,53,0.06,29,95125
2562,pv_45_z_6,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,6,กรีน,51,0.05,30,95125
2562,pv_45_z_6,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,6,ไทรักธรรม,49,0.05,31,95125
2562,pv_45_z_6,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,6,ไทยธรรม,46,0.05,32,95125
2562,pv_45_z_6,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,6,ภาคีเครือข่ายไทย,37,0.04,33,95125
2562,pv_45_z_6,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,6,ผึ้งหลวง,19,0.02,34,95125
2562,pv_45_z_6,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,6,พลังสังคม,6,0.01,35,95125
2562,pv_45_z_6,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,6,ประชาชาติ,0,0.00,36,95125
2562,pv_45_z_6,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,6,เพื่อนไทย,0,0.00,37,95125
2562,pv_45_z_6,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,6,เพื่อชาติ,0,0.00,38,95125
2562,pv_45_z_6,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,6,ประชากรไทย,0,0.00,39,95125
2562,pv_45_z_6,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,6,ครูไทยเพื่อประชาชน,0,0.00,40,95125
2562,pv_45_z_6,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,6,ไทยรักษาชาติ,0,0.00,41,95125
2562,pv_45_z_7,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,7,เพื่อไทย,51049,51.59,1,98946
2562,pv_45_z_7,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,7,พลังประชารัฐ,18024,18.22,2,98946
2562,pv_45_z_7,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,7,อนาคตใหม่,11802,11.93,3,98946
2562,pv_45_z_7,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,7,ชาติไทยพัฒนา,6507,6.58,4,98946
2562,pv_45_z_7,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,7,ภูมิใจไทย,3444,3.48,5,98946
2562,pv_45_z_7,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,7,เสรีรวมไทย,1883,1.90,6,98946
2562,pv_45_z_7,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,7,ไทรักธรรม,657,0.66,7,98946
2562,pv_45_z_7,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,7,เศรษฐกิจใหม่,645,0.65,8,98946
2562,pv_45_z_7,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,7,ประชาธิปัตย์,550,0.56,9,98946
2562,pv_45_z_7,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,7,เพื่อชาติ,462,0.47,10,98946
2562,pv_45_z_7,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,7,พลังท้องถิ่นไท,406,0.41,11,98946
2562,pv_45_z_7,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,7,พลังชาติไทย,354,0.36,12,98946
2562,pv_45_z_7,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,7,ประชาชนปฏิรูป,301,0.30,13,98946
2562,pv_45_z_7,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,7,ครูไทยเพื่อประชาชน,269,0.27,14,98946
2562,pv_45_z_7,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,7,เพื่อแผ่นดิน,254,0.26,15,98946
2562,pv_45_z_7,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,7,ประชาชาติ,249,0.25,16,98946
2562,pv_45_z_7,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,7,ประชานิยม,230,0.23,17,98946
2562,pv_45_z_7,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,7,สยามพัฒนา,201,0.20,18,98946
2562,pv_45_z_7,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,7,รักษ์ผืนป่าประเทศไทย,199,0.20,19,98946
2562,pv_45_z_7,pv_45,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,7,พลังธรรมใหม่,169,0.17,20,98946
