year,zone_id,province_id,province_name,region,zone_number,party_id,party_name,party_code,votes,vote_pct,rank
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_1116011c-1ef3-4cca-a186-c1b9f7984ede,1116011c-1ef3-4cca-a186-c1b9f7984ede,46,44244,39.44827340246262,1
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_2d8a1c84-0bc8-4377-965d-c020a0097c27,2d8a1c84-0bc8-4377-965d-c020a0097c27,9,26872,23.959271378514046,2
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_013c219e-e197-416d-84ea-00ba9c35465e,013c219e-e197-416d-84ea-00ba9c35465e,37,8701,7.7578751214814945,3
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_d7155f6d-736d-42c0-8bc0-00ee6e1970dc,d7155f6d-736d-42c0-8bc0-00ee6e1970dc,27,6446,5.747300658897795,4
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_115da917-bf32-4e96-a2ae-b7818d0909ee,115da917-bf32-4e96-a2ae-b7818d0909ee,6,3956,3.52719848070116,5
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_0c044088-618b-49af-a291-fb28ffe9e0f8,0c044088-618b-49af-a291-fb28ffe9e0f8,11,3946,3.518282407696354,6
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_3d55d7c9-f0bc-4803-b40e-090a7ea5d872,3d55d7c9-f0bc-4803-b40e-090a7ea5d872,3,1921,1.7127776242231871,7
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_0db115a9-bb11-4fc0-9008-4acee3614999,0db115a9-bb11-4fc0-9008-4acee3614999,2,1664,1.4836345479996789,8
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_aec0c4f2-be03-4a06-a205-b00971871173,,1,1609,1.4345961464732473,9
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_d1964fe3-2dd0-43d5-a190-77fbfaf586b2,,8,924,0.8238451456440525,10
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_c10044e9-2d3c-4481-b323-a9aef1851236,c10044e9-2d3c-4481-b323-a9aef1851236,13,901,0.8033381777329993,11
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_2ee17641-917b-4ea0-8c19-da383e03e915,2ee17641-917b-4ea0-8c19-da383e03e915,44,701,0.6250167176368839,12
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_e9f5dc95-0d5c-46bc-8e2c-be791faa2b27,e9f5dc95-0d5c-46bc-8e2c-be791faa2b27,5,692,0.6169922519325588,13
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_6102915f-e8bc-4149-8265-ec74489adf2f,6102915f-e8bc-4149-8265-ec74489adf2f,4,674,0.6009433205239084,14
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_bd8d9f14-f757-41fb-8f37-d6128d9d012d,bd8d9f14-f757-41fb-8f37-d6128d9d012d,7,602,0.5367475948893069,15
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_bdd306a2-80c7-4d7b-a7ff-8dc1ec9fcc76,bdd306a2-80c7-4d7b-a7ff-8dc1ec9fcc76,10,557,0.49662526636768106,16
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_a62aca08-91b7-4f3f-ba8f-cb9e884a3799,a62aca08-91b7-4f3f-ba8f-cb9e884a3799,42,511,0.45561133054557457,17
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_409581ea-d469-40f6-803e-7830a6418150,,17,400,0.35664292019223054,18
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_bcdcd19b-d619-47dd-8535-fafb6bc6f4d8,bcdcd19b-d619-47dd-8535-fafb6bc6f4d8,12,399,0.35575131289174994,19
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_2b1669bf-b61b-40b2-96a4-b235fa1e1501,,38,381,0.3397023814830996,20
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_bce2afcf-33ee-486e-a735-e6db4d3b930f,bce2afcf-33ee-486e-a735-e6db4d3b930f,16,377,0.33613595228117726,21
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_f9cadd57-8256-49aa-9386-0da392b19fc2,f9cadd57-8256-49aa-9386-0da392b19fc2,29,357,0.31830380627156574,22
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_03347cbc-6089-474c-a3f6-484ae981c9a6,03347cbc-6089-474c-a3f6-484ae981c9a6,43,352,0.3138457697691629,23
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_54c9efd2-2cd9-487a-91f7-1251aae30c2d,54c9efd2-2cd9-487a-91f7-1251aae30c2d,36,337,0.3004716602619542,24
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_cb1b6cf2-41fa-49b1-a060-01acf13edc81,cb1b6cf2-41fa-49b1-a060-01acf13edc81,48,315,0.28085629965138154,25
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_54706125-9661-467d-a8af-78994d14b116,54706125-9661-467d-a8af-78994d14b116,35,288,0.25678290253840597,26
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_b6a2dc38-6f7d-4865-a6e0-a1b60a2edf32,,30,273,0.24340879303119733,27
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_7ffe2115-72d1-4d71-9962-03ff61afc67c,,31,263,0.23449272002639157,28
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_c20d9515-8b33-46de-b650-824c571725a1,,14,258,0.23003468352398868,29
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_228ae2e0-33d2-4c85-bef3-419928db45cc,,32,256,0.22825146892302756,30
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_3caedce0-9faa-47a0-8afc-d5f4fff86578,,28,236,0.21041932291341603,31
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_a2917c34-67f8-4311-813f-3138fd2d9af0,,47,220,0.1961536061057268,32
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_965b4b93-c01e-4a2b-a987-577f2b99ebb4,965b4b93-c01e-4a2b-a987-577f2b99ebb4,49,220,0.1961536061057268,33
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_f95e95f3-572e-4c2f-8327-d51e9815a598,,26,215,0.19169556960332393,34
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_f37e9d3e-7bd9-4c83-a960-a6a05547c5b4,,34,184,0.16405574328842604,35
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_7f4755ca-ea3a-4023-869d-9cabba328db0,7f4755ca-ea3a-4023-869d-9cabba328db0,33,178,0.1587060994855426,36
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_c126e4e4-be85-44e6-bf3e-f9331b9f91a9,c126e4e4-be85-44e6-bf3e-f9331b9f91a9,24,159,0.14176556077641164,37
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_3e7b1adf-ab5f-4206-ba04-6cff9bf02f9c,,57,139,0.1239334147668001,38
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_fc22ff6d-da02-4cb6-86a7-b768c78bc19a,,15,135,0.12036698556487781,39
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_a54ae018-5399-423a-8a14-4d5c849a79a0,,45,130,0.11590894906247493,40
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_e89089ab-9e07-4933-ab7c-28f2e65bed81,e89089ab-9e07-4933-ab7c-28f2e65bed81,20,104,0.09272715924997993,41
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_339fa187-133c-4766-a6c2-36d1b32cda8f,339fa187-133c-4766-a6c2-36d1b32cda8f,23,97,0.0864859081466159,42
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_7255d2d0-1f49-4fd8-adad-7acfea2d5126,7255d2d0-1f49-4fd8-adad-7acfea2d5126,56,95,0.08470269354565475,43
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_e3ad415e-cb0c-4922-adb3-4624e857d801,,21,94,0.08381108624517418,44
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_88d2f617-0495-4d07-8373-eec53ac2c78b,,25,86,0.07667822784132956,45
2569,pv_51_z_2,pv_51,,,2,ely_y2569_id_30f1cea0-4fc2-4fcf-86f0-96000cf188b5,30f1cea0-4fc2-4fcf-86f0-96000cf188b5,22,80,0.07132858403844611,46
